Severity	Code	Description	Project	File	Line	Suppression State	Details
Error	C4273	'UBP_InventoryComponent::AddItemToInventory': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	112		
Error	C4273	'UBP_InventoryComponent::AddItemToContainer': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	133		
Error	C4273	'UBP_InventoryComponent::RemoveItemFromInventory': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	156		
Error	C4273	'UBP_InventoryComponent::RemoveItemFromContainer': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	174		
Error	C4273	'UBP_InventoryComponent::GetAllItems': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	185		
Error	C4273	'UBP_InventoryComponent::FindItemByID': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	210		
Error	C4273	'UBP_InventoryComponent::CanPlaceItemAt': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	223		
Error	C4273	'UBP_InventoryComponent::PlaceItemAt': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	232		
Error	C4273	'UBP_InventoryComponent::RemoveItemAt': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	245		
Error	C4273	'UBP_InventoryComponent::GetItemAt': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	257		
Error	C4273	'UBP_InventoryComponent::CreateContainer': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	278		
Error	C4273	'UBP_InventoryComponent::RemoveContainer': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	283		
Error	C4273	'UBP_InventoryComponent::GetContainerNames': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	288		
Error	C4273	'UBP_InventoryComponent::GetContainer': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	295		
Error	C4273	'UBP_InventoryComponent::GetTotalWeight': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	304		
Error	C4273	'UBP_InventoryComponent::GetEquipmentStatModifier': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	321		
Error	C4273	'UBP_InventoryComponent::GetAllStatModifiers': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	340		
Error	C4273	'UBP_InventoryComponent::UpdateContainersFromEquipment': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	366		
Error	C4273	'UBP_InventoryComponent::GetInventoryGrid': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	382		
Error	C4273	'UBP_InventoryComponent::MarkCellsOccupied': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	393		
Error	C4273	'UBP_InventoryComponent::AreCellsAvailable': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	409		
Error	C4273	'UBP_InventoryComponent::GetGridIndex': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryComponent.cpp	432		
Error	C4273	'ABP_ExampleCharacter::ABP_ExampleCharacter': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_ExampleCharacter.cpp	6		
Error	C4273	'ABP_ExampleCharacter::BeginPlay': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_ExampleCharacter.cpp	28		
Error	C4273	'ABP_ExampleCharacter::Tick': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_ExampleCharacter.cpp	46		
Error	C4273	'ABP_ExampleCharacter::SetupPlayerInputComponent': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_ExampleCharacter.cpp	65		
Error	C4273	'ABP_ExampleCharacter::GetTotalStat': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_ExampleCharacter.cpp	71		
Error	C4273	'ABP_ExampleCharacter::UpdateCurrentWeight': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_ExampleCharacter.cpp	94		
Error	C4273	'ABP_ExampleCharacter::IsOverweight': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_ExampleCharacter.cpp	102		
Error	C4273	'ABP_ExampleCharacter::GetWeightPercentage': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_ExampleCharacter.cpp	107		
Error	C4273	'ABP_ExampleCharacter::TakeDamage': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_ExampleCharacter.cpp	115		
Error	C4273	'ABP_ExampleCharacter::Heal': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_ExampleCharacter.cpp	129		
Error	C4273	'ABP_ExampleCharacter::UseMana': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_ExampleCharacter.cpp	134		
Error	C4273	'ABP_ExampleCharacter::RestoreMana': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_ExampleCharacter.cpp	144		
Error	C4273	'ABP_ExampleCharacter::CreateTestItems': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_ExampleCharacter.cpp	149		
Error	C4273	'ABP_ExampleCharacter::OnInventoryChanged': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_ExampleCharacter.cpp	208		
Error	C4273	'ABP_ExampleCharacter::OnEquipmentChanged': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_ExampleCharacter.cpp	214		
Error	C4273	'ABP_ExampleCharacter::UpdateStatsFromEquipment': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_ExampleCharacter.cpp	228		
Error	C4273	'UInventoryItem::execAddToStack': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryItem.gen.cpp	66		
Error	C4273	'UInventoryItem::execCanStackWith': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryItem.gen.cpp	127		
Error	C4273	'UInventoryItem::execCanStoreItem': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryItem.gen.cpp	188		
Error	C4273	'UInventoryItem::execCopyFromDataTableRow': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryItem.gen.cpp	234		
Error	C4273	'UInventoryItem::execGetDurabilityPercentage': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryItem.gen.cpp	277		
Error	C4273	'UInventoryItem::execGetFormattedDescription': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryItem.gen.cpp	319		
Error	C4273	'UInventoryItem::execGetRarityColor': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryItem.gen.cpp	367		
Error	C4273	'UInventoryItem::execGetTotalWeight': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryItem.gen.cpp	409		
Error	C4273	'UInventoryItem::execInitializeContainer': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryItem.gen.cpp	455		
Error	C4273	'UInventoryItem::execIsBroken': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryItem.gen.cpp	504		
Error	C4273	'UInventoryItem::execIsStackFull': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryItem.gen.cpp	551		
Error	C4273	'UInventoryItem::execRemoveFromStack': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryItem.gen.cpp	597		
Error	C4273	'UInventoryItem::execRepairItem': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryItem.gen.cpp	640		
Error	C4273	'UInventoryItem::execTakeDamage': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryItem.gen.cpp	683		
Error	C4273	'UInventoryItem::StaticRegisterNativesUInventoryItem': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryItem.gen.cpp	694		
Error	C4273	'UInventoryItem::GetPrivateStaticClass': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryItem.gen.cpp	715		
Error	C4273	'Z_Construct_UClass_UInventoryItem_NoRegister': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryItem.gen.cpp	716		
Error	C4273	'Z_Construct_UClass_UInventoryItem': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryItem.gen.cpp	1005		
Error	C4273	'UInventoryItem::UInventoryItem': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryItem.gen.cpp	1017		
Error	C4273	'UInventoryItem::~UInventoryItem': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryItem.gen.cpp	1018		
Error	C4273	'UInventoryItem::UInventoryItem': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\InventoryItem.cpp	3		
Error	C4273	'UInventoryItem::CanStackWith': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\InventoryItem.cpp	29		
Error	C4273	'UInventoryItem::AddToStack': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\InventoryItem.cpp	39		
Error	C4273	'UInventoryItem::RemoveFromStack': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\InventoryItem.cpp	46		
Error	C4273	'UInventoryItem::GetDurabilityPercentage': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\InventoryItem.cpp	53		
Error	C4273	'UInventoryItem::TakeDamage': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\InventoryItem.cpp	61		
Error	C4273	'UInventoryItem::RepairItem': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\InventoryItem.cpp	66		
Error	C4273	'UInventoryItem::IsStackFull': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\InventoryItem.cpp	71		
Error	C4273	'UInventoryItem::IsBroken': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\InventoryItem.cpp	76		
Error	C4273	'UInventoryItem::CanStoreItem': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\InventoryItem.cpp	81		
Error	C4273	'UInventoryItem::GetTotalWeight': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\InventoryItem.cpp	93		
Error	C4273	'UInventoryItem::InitializeContainer': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\InventoryItem.cpp	116		
Error	C4273	'UInventoryItem::GetRarityColor': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\InventoryItem.cpp	124		
Error	C4273	'UInventoryItem::GetFormattedDescription': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\InventoryItem.cpp	143		
Error	C4273	'UInventoryItem::CopyFromDataTableRow': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\InventoryItem.cpp	170		
Error	C4273	'Z_Construct_UEnum_InventorySystem_EEquipmentSlot': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryStructs.gen.cpp	108		
Error	C4273	'Z_Construct_UEnum_InventorySystem_EItemRarity': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryStructs.gen.cpp	177		
Error	C4273	'Z_Construct_UEnum_InventorySystem_EItemType': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryStructs.gen.cpp	255		
Error	C4273	'FInventoryGrid::StaticStruct': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryStructs.gen.cpp	267		
Error	C4273	'Z_Construct_UScriptStruct_FInventoryGrid': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryStructs.gen.cpp	356		
Error	C4273	'FEquipmentSlotData::StaticStruct': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryStructs.gen.cpp	368		
Error	C4273	'Z_Construct_UScriptStruct_FEquipmentSlotData': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryStructs.gen.cpp	459		
Error	C4273	'FItemDataTableRow::StaticStruct': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryStructs.gen.cpp	472		
Error	C4273	'Z_Construct_UScriptStruct_FItemDataTableRow': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Intermediate\Build\Win64\UnrealEditor\Inc\InventorySystem\UHT\InventoryStructs.gen.cpp	647		
Error	C4273	'ABP_InventoryPlayerController::ABP_InventoryPlayerController': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryPlayerController.cpp	10		
Error	C4273	'ABP_InventoryPlayerController::BeginPlay': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryPlayerController.cpp	17		
Error	C4273	'ABP_InventoryPlayerController::SetupInputComponent': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryPlayerController.cpp	27		
Error	C4273	'ABP_InventoryPlayerController::ToggleInventory': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryPlayerController.cpp	39		
Error	C4273	'ABP_InventoryPlayerController::QuickUse': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryPlayerController.cpp	51		
Error	C4273	'ABP_InventoryPlayerController::OpenInventory': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryPlayerController.cpp	57		
Error	C4273	'ABP_InventoryPlayerController::CloseInventory': inconsistent dll linkage	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryPlayerController.cpp	89		
Error	C2487	'ManagerInstance': member of dll interface class may not be declared with dll interface	InventorySystem	C:\Users\chris\Documents\Unreal Projects\InventorySystem\Source\InventorySystem\BP_InventoryManager.h	61		
